Order ID,Order Date,Year,Country,Region,Category,Product,Customer Segment,Units,Revenue,Cost,Profit,Profit Margin
ORD-10207,2024-03-16,2024,South Africa,Africa,Office Supplies,Printer Paper,Home Office,25,1113.04,924.45,188.58,0.16943264313699136
ORD-10208,2024-04-12,2024,South Africa,Africa,Office Supplies,Desk Organizer,Corporate,49,2100.53,1782.34,318.19,0.15148155669613253
ORD-10209,2024-05-22,2024,South Africa,Africa,Furniture,Office Chair,Corporate,101,19750.4,16029.5,3720.89,0.1883959304037102
ORD-10210,2024-06-07,2024,South Africa,Africa,Furniture,Office Chair,Consumer,65,14727.23,12715.88,2011.35,0.1365738350221697
ORD-10211,2024-07-01,2024,South Africa,Africa,Furniture,Desk,Consumer,112,17097.88,14201.94,2895.95,0.16937468271254094
ORD-10212,2024-08-17,2024,South Africa,Africa,Furniture,Storage Cabinet,Consumer,31,5124.39,4025.52,1098.88,0.21444055160591965
ORD-10213,2024-09-01,2024,South Africa,Africa,Office Supplies,Binders,Consumer,65,4014.99,3633.26,381.73,0.09507627138753495
ORD-10214,2024-10-21,2024,South Africa,Africa,Furniture,Office Chair,Corporate,88,14984.59,12309.38,2675.21,0.17853074614062814
ORD-10215,2024-11-26,2024,South Africa,Africa,Furniture,Bookshelf,Consumer,66,8505.08,7067.96,1437.12,0.16897218153346177
ORD-10216,2024-12-08,2024,South Africa,Africa,Office Supplies,Desk Organizer,Home Office,61,2387.56,1930.73,456.83,0.19133812317776364
ORD-10217,2024-01-11,2024,Nigeria,Africa,Furniture,Storage Cabinet,Home Office,25,3209.25,2544.18,665.06,0.20723294742030338
ORD-10218,2024-02-17,2024,Nigeria,Africa,Technology,Monitor,Consumer,24,5323.7,4026.4,1297.3,0.24368319678062633
ORD-10219,2024-03-05,2024,Nigeria,Africa,Technology,Monitor,Corporate,108,30049.5,20810.69,9238.81,0.3074531571403476
ORD-10220,2024-04-25,2024,Nigeria,Africa,Technology,Laptop,Consumer,47,8570.74,5979.91,2590.83,0.3022878782327798
ORD-10221,2024-05-19,2024,Nigeria,Africa,Office Supplies,Printer Paper,Consumer,113,4774.68,3888.15,886.54,0.18567436822156239
ORD-10222,2024-06-11,2024,Nigeria,Africa,Office Supplies,Desk Organizer,Home Office,87,3705.53,2785.14,920.39,0.24838383372830314
ORD-10223,2024-07-10,2024,Nigeria,Africa,Office Supplies,Binders,Consumer,71,2105.96,1720.43,385.53,0.18306496766035424
ORD-10224,2024-08-02,2024,Nigeria,Africa,Furniture,Office Chair,Corporate,79,8159.66,6320.4,1839.26,0.22540909837357453
ORD-10225,2024-09-03,2024,Nigeria,Africa,Technology,Monitor,Corporate,24,5729.47,3739.72,1989.76,0.34728422390397795
ORD-10226,2024-10-02,2024,Nigeria,Africa,Office Supplies,Desk Organizer,Corporate,89,3613.14,2800.12,813.02,0.22501813567184303
ORD-10227,2024-11-02,2024,Nigeria,Africa,Furniture,Desk,Corporate,92,12383.11,10053.81,2329.3,0.18810332920347655
ORD-10228,2024-12-02,2024,Nigeria,Africa,Furniture,Office Chair,Corporate,106,11032.23,8301.37,2730.87,0.24753525093724635
ORD-10229,2024-01-12,2024,Kenya,Africa,Technology,Headphones,Corporate,82,15385.47,11553.72,3831.74,0.24904954495778492
ORD-10230,2024-02-26,2024,Kenya,Africa,Furniture,Storage Cabinet,Corporate,114,11863.96,8995.89,2868.07,0.24174630348595877
ORD-10231,2024-03-10,2024,Kenya,Africa,Office Supplies,Binders,Consumer,57,1448.44,1142.23,306.21,0.21140552138080976
ORD-10232,2024-04-12,2024,Kenya,Africa,Furniture,Desk,Corporate,25,3002.03,2440.73,561.29,0.1869714056701182
ORD-10233,2024-05-18,2024,Kenya,Africa,Furniture,Storage Cabinet,Consumer,91,11679.2,9575.0,2104.2,0.18016628144048025
ORD-10234,2024-06-22,2024,Kenya,Africa,Furniture,Bookshelf,Consumer,100,12794.95,9165.62,3629.33,0.2836530349303256
ORD-10235,2024-07-12,2024,Kenya,Africa,Office Supplies,Printer Paper,Home Office,100,3162.74,2614.26,548.48,0.17341937156161413
ORD-10236,2024-08-08,2024,Kenya,Africa,Furniture,Desk,Consumer,58,8351.49,6444.41,1907.08,0.22835251050472724
ORD-10237,2024-09-25,2024,Kenya,Africa,Technology,Smartphone,Consumer,52,11527.06,8735.94,2791.13,0.24213689164014734
ORD-10238,2024-10-20,2024,Kenya,Africa,Office Supplies,Printer Paper,Home Office,58,2330.95,1855.06,475.9,0.2041637758592209
ORD-10239,2024-11-26,2024,Kenya,Africa,Furniture,Desk,Consumer,38,5182.05,3821.6,1360.45,0.2625317376477186
ORD-10240,2024-12-15,2024,Kenya,Africa,Technology,Headphones,Consumer,67,11447.45,7826.05,3621.4,0.31635028085487793
ORD-10241,2025-01-10,2025,United States,North America,Office Supplies,Binders,Home Office,115,16933.3,13646.86,3286.44,0.19408133796379137
ORD-10242,2025-02-15,2025,United States,North America,Furniture,Desk,Corporate,101,66674.24,47463.2,19211.03,0.2881327752237892
ORD-10243,2025-03-07,2025,United States,North America,Furniture,Storage Cabinet,Home Office,82,41111.45,33323.01,7788.44,0.18944698078950456
ORD-10244,2025-04-18,2025,United States,North America,Office Supplies,Pens,Corporate,21,3442.08,2633.55,808.52,0.23489403340626844
ORD-10245,2025-05-17,2025,United States,North America,Technology,Laptop,Corporate,25,24426.76,18008.99,6417.76,0.26273495595096275
ORD-10246,2025-06-01,2025,United States,North America,Technology,Headphones,Consumer,43,43132.38,28633.19,14499.19,0.33615557284616093
ORD-10247,2025-07-03,2025,United States,North America,Furniture,Office Chair,Corporate,79,38546.39,30207.27,8339.12,0.21633993416535133
ORD-10248,2025-08-21,2025,United States,North America,Furniture,Desk,Consumer,55,36038.32,26282.71,9755.62,0.2707011545133927
ORD-10249,2025-09-23,2025,United States,North America,Furniture,Desk,Consumer,19,8773.53,6408.44,2365.09,0.2695713899783387
ORD-10250,2025-10-09,2025,United States,North America,Technology,Headphones,Corporate,93,56659.2,43088.92,13570.28,0.23950709255248645
ORD-10251,2025-11-25,2025,United States,North America,Technology,Smartphone,Home Office,108,97438.81,70078.91,27359.9,0.2807905710737588
ORD-10252,2025-12-26,2025,United States,North America,Furniture,Desk,Corporate,30,11697.5,9119.61,2577.88,0.22037906525041315
ORD-10253,2025-01-18,2025,Canada,North America,Office Supplies,Desk Organizer,Consumer,29,2886.52,2338.14,548.38,0.18997950666851318
ORD-10254,2025-02-12,2025,Canada,North America,Technology,Smartphone,Home Office,33,13586.25,10458.86,3127.39,0.23018772031200788
ORD-10255,2025-03-12,2025,Canada,North America,Technology,Headphones,Consumer,100,51239.36,36235.54,15003.81,0.2928181469213853
ORD-10256,2025-04-12,2025,Canada,North America,Technology,Laptop,Corporate,75,25914.67,18751.19,7163.48,0.2764257585832829
ORD-10257,2025-05-22,2025,Canada,North America,Furniture,Office Chair,Corporate,115,25055.24,20070.87,4984.37,0.1989351109262774
ORD-10258,2025-06-12,2025,Canada,North America,Office Supplies,Printer Paper,Home Office,109,10433.33,8909.96,1523.36,0.1460091507831237
ORD-10259,2025-07-23,2025,Canada,North America,Office Supplies,Binders,Home Office,37,3671.67,2892.68,778.99,0.21216190796907802
ORD-10260,2025-08-02,2025,Canada,North America,Furniture,Desk,Consumer,23,7477.42,5359.57,2117.85,0.2832326180854555
ORD-10261,2025-09-10,2025,Canada,North America,Furniture,Desk,Consumer,116,27803.38,22936.99,4866.39,0.17502871303164586
ORD-10262,2025-10-07,2025,Canada,North America,Office Supplies,Desk Organizer,Home Office,75,5378.1,4192.8,1185.31,0.22039491025826383
ORD-10263,2025-11-12,2025,Canada,North America,Furniture,Bookshelf,Consumer,98,25635.53,20894.57,4740.96,0.18493700098932614
ORD-10264,2025-12-06,2025,Canada,North America,Furniture,Storage Cabinet,Home Office,71,25179.25,19730.52,5448.72,0.21639737219128313
ORD-10265,2025-01-24,2025,Mexico,North America,Furniture,Storage Cabinet,Corporate,117,28417.68,20854.67,7563.02,0.26613777048821285
ORD-10266,2025-02-10,2025,Mexico,North America,Furniture,Office Chair,Corporate,92,28355.05,22920.67,5434.38,0.19165477831257077
ORD-10267,2025-03-20,2025,Mexico,North America,Furniture,Office Chair,Consumer,56,14690.54,11652.83,3037.7,0.20677950273089032
ORD-10268,2025-04-24,2025,Mexico,North America,Office Supplies,Desk Organizer,Consumer,103,6909.11,5640.22,1268.9,0.18365555916043091
ORD-10269,2025-05-03,2025,Mexico,North America,Furniture,Storage Cabinet,Corporate,96,29389.26,21050.1,8339.16,0.28374852543237045
ORD-10270,2025-06-01,2025,Mexico,North America,Office Supplies,Desk Organizer,Corporate,80,6497.87,5123.38,1374.49,0.21152927293776272
ORD-10271,2025-07-12,2025,Mexico,North America,Technology,Headphones,Consumer,31,9055.4,6126.69,2928.71,0.3234218448208238
ORD-10272,2025-08-12,2025,Mexico,North America,Furniture,Storage Cabinet,Home Office,19,4838.68,3621.81,1216.87,0.2514874468296074
ORD-10273,2025-09-11,2025,Mexico,North America,Furniture,Storage Cabinet,Consumer,88,16764.25,13176.13,3588.12,0.2140339938384599
ORD-10274,2025-10-17,2025,Mexico,North America,Office Supplies,Binders,Consumer,29,1465.26,1242.06,223.2,0.15232576593671196
ORD-10275,2025-11-20,2025,Mexico,North America,Furniture,Office Chair,Corporate,114,23635.91,18352.04,5283.87,0.22355277348867397
ORD-10276,2025-12-06,2025,Mexico,North America,Furniture,Storage Cabinet,Consumer,30,5706.98,4686.08,1020.9,0.1788862447011851
ORD-10277,2025-01-11,2025,Brazil,South America,Office Supplies,Desk Organizer,Consumer,118,10915.09,8388.66,2526.43,0.23146254627696394
ORD-10278,2025-02-10,2025,Brazil,South America,Office Supplies,Binders,Home Office,23,1982.23,1655.47,326.76,0.16484347393333768
ORD-10279,2025-03-26,2025,Brazil,South America,Technology,Smartphone,Corporate,80,31622.84,20611.26,11011.57,0.3482159056076231
ORD-10280,2025-04-15,2025,Brazil,South America,Technology,Smartphone,Corporate,18,7774.68,5452.59,2322.09,0.29867328885398314
ORD-10281,2025-05-23,2025,Brazil,South America,Office Supplies,Pens,Home Office,26,1637.95,1346.76,291.19,0.1777791976925091
ORD-10282,2025-06-03,2025,Brazil,South America,Office Supplies,Desk Organizer,Home Office,67,6477.4,4995.37,1482.03,0.22880072794100695
ORD-10283,2025-07-12,2025,Brazil,South America,Technology,Monitor,Home Office,24,10939.46,7530.58,3408.88,0.31161307887794965
ORD-10284,2025-08-27,2025,Brazil,South America,Technology,Smartphone,Consumer,70,32899.43,21904.92,10994.51,0.3341853952903267
ORD-10285,2025-09-08,2025,Brazil,South America,Technology,Smartphone,Corporate,36,13629.16,8965.69,4663.47,0.3421685403966892
ORD-10286,2025-10-09,2025,Brazil,South America,Furniture,Bookshelf,Consumer,47,11282.96,8070.0,3212.96,0.28476219524518376
ORD-10287,2025-11-19,2025,Brazil,South America,Technology,Monitor,Home Office,83,29897.49,20721.4,9176.09,0.306918491275879
ORD-10288,2025-12-11,2025,Brazil,South America,Office Supplies,Pens,Consumer,99,8885.26,6768.43,2116.82,0.2382401072428873
ORD-10289,2025-01-19,2025,Argentina,South America,Office Supplies,Printer Paper,Consumer,25,803.02,668.94,134.08,0.1669744480589233
ORD-10290,2025-02-21,2025,Argentina,South America,Furniture,Desk,Home Office,68,10919.11,9459.94,1459.17,0.1336343078297717
ORD-10291,2025-03-22,2025,Argentina,South America,Office Supplies,Binders,Home Office,53,2277.32,1852.46,424.86,0.186562578505888
ORD-10292,2025-04-14,2025,Argentina,South America,Furniture,Bookshelf,Corporate,24,3999.25,3403.48,595.77,0.14896965364182496
ORD-10293,2025-05-23,2025,Argentina,South America,Furniture,Storage Cabinet,Consumer,58,9256.28,7705.76,1550.52,0.16750989990963194
ORD-10294,2025-06-04,2025,Argentina,South America,Furniture,Bookshelf,Corporate,31,5357.69,4330.1,1027.59,0.19179761608986667
ORD-10295,2025-07-04,2025,Argentina,South America,Furniture,Desk,Corporate,30,3913.07,3287.96,625.11,0.1597502659030655
ORD-10296,2025-08-06,2025,Argentina,South America,Technology,Monitor,Corporate,93,21541.02,14959.76,6581.26,0.30552230226872035
ORD-10297,2025-09-15,2025,Argentina,South America,Furniture,Bookshelf,Consumer,112,13567.84,10182.44,3385.4,0.24951632933145
ORD-10298,2025-10-15,2025,Argentina,South America,Furniture,Bookshelf,Corporate,17,1958.15,1611.19,346.96,0.17718906209359567
ORD-10299,2025-11-20,2025,Argentina,South America,Technology,Smartphone,Home Office,60,10819.28,8398.33,2420.95,0.22376276060482336
ORD-10300,2025-12-05,2025,Argentina,South America,Office Supplies,Desk Organizer,Corporate,83,2589.31,2322.87,266.44,0.102899650124545
ORD-10301,2025-01-18,2025,United Kingdom,Europe,Furniture,Bookshelf,Corporate,61,15382.26,12672.84,2709.41,0.17613892248596102
ORD-10302,2025-02-25,2025,United Kingdom,Europe,Technology,Monitor,Home Office,51,21228.52,15061.41,6167.11,0.2905106634947845
ORD-10303,2025-03-04,2025,United Kingdom,Europe,Office Supplies,Binders,Home Office,102,10660.65,9110.17,1550.48,0.1454396068827058
ORD-10304,2025-04-07,2025,United Kingdom,Europe,Furniture,Bookshelf,Corporate,86,36649.93,27099.11,9550.82,0.26059582067513537
ORD-10305,2025-05-11,2025,United Kingdom,Europe,Office Supplies,Desk Organizer,Home Office,20,1454.88,1241.83,213.06,0.1464443648281025
ORD-10306,2025-06-20,2025,United Kingdom,Europe,Furniture,Storage Cabinet,Consumer,92,38386.27,31216.72,7169.55,0.18677371829268263
ORD-10307,2025-07-11,2025,United Kingdom,Europe,Furniture,Desk,Corporate,93,36018.58,28602.07,7416.52,0.20590812110339818
ORD-10308,2025-08-12,2025,United Kingdom,Europe,Office Supplies,Desk Organizer,Home Office,87,7572.15,5846.54,1725.62,0.22788985998925887
ORD-10309,2025-09-28,2025,United Kingdom,Europe,Furniture,Office Chair,Corporate,89,26990.25,19490.95,7499.3,0.27785205250262396
ORD-10310,2025-10-25,2025,United Kingdom,Europe,Office Supplies,Printer Paper,Home Office,75,6383.41,5051.38,1332.03,0.20867091666123633
ORD-10311,2025-11-21,2025,United Kingdom,Europe,Office Supplies,Pens,Home Office,21,2162.38,1837.03,325.36,0.15046144740959908
ORD-10312,2025-12-23,2025,United Kingdom,Europe,Office Supplies,Desk Organizer,Consumer,120,13011.55,11270.76,1740.8,0.1337884616010519
ORD-10313,2025-01-23,2025,Germany,Europe,Technology,Smartphone,Consumer,71,36720.58,27607.57,9113.01,0.24817175097432143
ORD-10314,2025-02-28,2025,Germany,Europe,Technology,Headphones,Home Office,114,70187.96,50072.61,20115.35,0.2865926556642213
ORD-10315,2025-03-22,2025,Germany,Europe,Office Supplies,Printer Paper,Home Office,32,3342.81,2683.25,659.56,0.19730641274903676
ORD-10316,2025-04-18,2025,Germany,Europe,Furniture,Storage Cabinet,Corporate,37,12951.98,9921.54,3030.44,0.2339752477487865
ORD-10317,2025-05-18,2025,Germany,Europe,Furniture,Bookshelf,Home Office,76,22443.07,17963.83,4479.24,0.19958229626328328
ORD-10318,2025-06-23,2025,Germany,Europe,Furniture,Desk,Corporate,113,35607.55,28668.59,6938.96,0.19487333538255688
ORD-10319,2025-07-24,2025,Germany,Europe,Furniture,Bookshelf,Corporate,59,21871.14,15700.46,6170.69,0.2821382467109609
ORD-10320,2025-08-13,2025,Germany,Europe,Furniture,Bookshelf,Consumer,88,34713.88,27230.84,7483.04,0.21556330224492593
ORD-10321,2025-09-12,2025,Germany,Europe,Furniture,Desk,Corporate,20,6296.6,4686.58,1610.02,0.2556969544998074
ORD-10322,2025-10-09,2025,Germany,Europe,Furniture,Bookshelf,Home Office,76,22781.1,16644.91,6136.18,0.26935420442096397
ORD-10323,2025-11-08,2025,Germany,Europe,Office Supplies,Binders,Consumer,28,3085.36,2467.0,618.37,0.2004196598284978
ORD-10324,2025-12-23,2025,Germany,Europe,Technology,Smartphone,Home Office,44,18955.15,13655.36,5299.79,0.279596163925791
ORD-10325,2025-01-06,2025,France,Europe,Furniture,Office Chair,Home Office,113,27711.22,19792.95,7918.27,0.2857422520670467
ORD-10326,2025-02-11,2025,France,Europe,Furniture,Storage Cabinet,Corporate,98,25106.47,17934.31,7172.16,0.2856696846669122
ORD-10327,2025-03-24,2025,France,Europe,Furniture,Office Chair,Consumer,98,31596.37,24195.92,7400.45,0.23421827322723257
ORD-10328,2025-04-27,2025,France,Europe,Technology,Smartphone,Corporate,37,23071.16,17664.18,5406.97,0.2343607819055066
ORD-10329,2025-05-02,2025,France,Europe,Furniture,Storage Cabinet,Consumer,110,43008.88,30918.02,12090.86,0.2811247637475731
ORD-10330,2025-06-10,2025,France,Europe,Technology,Monitor,Home Office,92,35652.86,23247.12,12405.74,0.34795926660452087
ORD-10331,2025-07-04,2025,France,Europe,Furniture,Storage Cabinet,Consumer,79,23988.88,19355.73,4633.15,0.19313736779285723
ORD-10332,2025-08-01,2025,France,Europe,Furniture,Desk,Home Office,73,24492.82,18216.98,6275.84,0.2562317808147064
ORD-10333,2025-09-20,2025,France,Europe,Office Supplies,Binders,Corporate,87,8536.06,7228.51,1307.55,0.15317935452654496
ORD-10334,2025-10-04,2025,France,Europe,Office Supplies,Desk Organizer,Corporate,80,6436.05,5289.79,1146.26,0.1780999895953439
ORD-10335,2025-11-13,2025,France,Europe,Technology,Smartphone,Corporate,56,34948.93,26882.04,8066.9,0.23081961446474664
ORD-10336,2025-12-01,2025,France,Europe,Technology,Headphones,Corporate,57,25257.01,17256.95,8000.05,0.31674590340811976
ORD-10337,2025-01-10,2025,Spain,Europe,Furniture,Bookshelf,Home Office,45,6839.25,5579.55,1259.7,0.18418698173647677
ORD-10338,2025-02-25,2025,Spain,Europe,Technology,Headphones,Home Office,79,32122.18,21311.9,10810.28,0.336536169681153
ORD-10339,2025-03-05,2025,Spain,Europe,Furniture,Office Chair,Home Office,52,9742.73,7828.26,1914.46,0.19650190879624665
ORD-10340,2025-04-23,2025,Spain,Europe,Furniture,Desk,Corporate,110,28525.71,22397.39,6128.32,0.21483498103843235
ORD-10341,2025-05-08,2025,Spain,Europe,Office Supplies,Desk Organizer,Home Office,117,7482.7,6313.83,1168.87,0.15620939471887924
ORD-10342,2025-06-19,2025,Spain,Europe,Office Supplies,Printer Paper,Home Office,72,4277.75,3535.93,741.82,0.17341418422290925
ORD-10343,2025-07-06,2025,Spain,Europe,Technology,Laptop,Home Office,79,21465.33,15145.95,6319.38,0.29439921899126675
ORD-10344,2025-08-03,2025,Spain,Europe,Furniture,Storage Cabinet,Consumer,102,17195.07,13068.64,4126.43,0.23997772141292215
ORD-10345,2025-09-19,2025,Spain,Europe,Office Supplies,Desk Organizer,Consumer,73,3370.72,2764.49,606.23,0.17985094886135922
ORD-10346,2025-10-09,2025,Spain,Europe,Technology,Headphones,Home Office,118,34402.79,26400.28,8002.52,0.23261245494718732
ORD-10347,2025-11-03,2025,Spain,Europe,Technology,Smartphone,Home Office,24,5816.68,4238.36,1578.32,0.2713434639874561
ORD-10348,2025-12-25,2025,Spain,Europe,Office Supplies,Printer Paper,Consumer,75,3211.95,2636.8,575.14,0.17906403229830983
ORD-10349,2025-01-13,2025,Italy,Europe,Technology,Headphones,Corporate,63,20402.46,14280.62,6121.83,0.3000538092018073
ORD-10350,2025-02-28,2025,Italy,Europe,Furniture,Office Chair,Home Office,99,24825.26,21201.8,3623.46,0.14595877676028074
ORD-10351,2025-03-08,2025,Italy,Europe,Furniture,Office Chair,Consumer,83,16096.15,13757.68,2338.48,0.14528165047871297
ORD-10352,2025-04-18,2025,Italy,Europe,Technology,Laptop,Corporate,74,27138.81,20209.36,6929.45,0.2553334406830026
ORD-10353,2025-05-24,2025,Italy,Europe,Furniture,Desk,Consumer,73,13752.77,11510.0,2242.77,0.16307796733541527
ORD-10354,2025-06-01,2025,Italy,Europe,Technology,Laptop,Home Office,68,24178.91,16868.45,7310.46,0.30234855164625335
ORD-10355,2025-07-22,2025,Italy,Europe,Technology,Smartphone,Consumer,27,9492.45,7180.35,2312.1,0.24357292794983224
ORD-10356,2025-08-18,2025,Italy,Europe,Office Supplies,Printer Paper,Consumer,109,4803.07,4117.79,685.28,0.1426755373784952
ORD-10357,2025-09-24,2025,Italy,Europe,Technology,Laptop,Consumer,79,33792.23,26422.16,7370.06,0.21809938205699875
ORD-10358,2025-10-08,2025,Italy,Europe,Office Supplies,Binders,Home Office,91,6266.38,5087.01,1179.37,0.18820589869081844
ORD-10359,2025-11-02,2025,Italy,Europe,Furniture,Desk,Home Office,81,14063.75,11728.32,2335.43,0.16606011445089044
ORD-10360,2025-12-12,2025,Italy,Europe,Office Supplies,Pens,Home Office,101,5767.47,4905.38,862.09,0.14947449449916247
ORD-10361,2025-01-10,2025,India,Asia,Office Supplies,Desk Organizer,Home Office,55,8362.51,6865.69,1496.81,0.1789911012195506
ORD-10362,2025-02-28,2025,India,Asia,Furniture,Desk,Home Office,75,30283.35,24316.28,5967.07,0.1970413458055882
ORD-10363,2025-03-18,2025,India,Asia,Office Supplies,Pens,Corporate,22,3114.84,2348.17,766.67,0.24613434262559516
ORD-10364,2025-04-03,2025,India,Asia,Office Supplies,Pens,Corporate,46,5408.23,4490.83,917.41,0.16963155923489262
ORD-10365,2025-05-09,2025,India,Asia,Furniture,Bookshelf,Consumer,83,44384.18,35824.34,8559.83,0.19285779421168867
ORD-10366,2025-06-22,2025,India,Asia,Furniture,Office Chair,Consumer,39,21700.86,16481.58,5219.27,0.2405100426593172
ORD-10367,2025-07-01,2025,India,Asia,Office Supplies,Pens,Corporate,41,6788.51,5634.76,1153.75,0.16995571729825854
ORD-10368,2025-08-08,2025,India,Asia,Technology,Smartphone,Home Office,30,26207.36,17807.39,8399.98,0.3205196891536601
ORD-10369,2025-09-13,2025,India,Asia,Office Supplies,Pens,Corporate,45,6335.03,4921.93,1413.1,0.22306166584765239
ORD-10370,2025-10-15,2025,India,Asia,Furniture,Bookshelf,Corporate,48,20924.04,15150.31,5773.73,0.27593743428344486
ORD-10371,2025-11-19,2025,India,Asia,Technology,Headphones,Corporate,41,29069.53,20939.61,8129.92,0.279671620469435
ORD-10372,2025-12-24,2025,India,Asia,Technology,Smartphone,Consumer,48,37867.12,26503.81,11363.31,0.3000838278941597
ORD-10373,2025-01-27,2025,China,Asia,Furniture,Bookshelf,Consumer,40,16088.84,12620.4,3468.45,0.21558077296893846
ORD-10374,2025-02-25,2025,China,Asia,Technology,Headphones,Home Office,98,88405.11,64490.85,23914.27,0.2705077140843809
ORD-10375,2025-03-05,2025,China,Asia,Furniture,Storage Cabinet,Corporate,36,18172.73,14315.36,3857.36,0.21226114019983916
ORD-10376,2025-04-17,2025,China,Asia,Office Supplies,Desk Organizer,Consumer,84,13820.47,10436.27,3384.2,0.24486842726951719
ORD-10377,2025-05-27,2025,China,Asia,Technology,Laptop,Home Office,21,17396.93,12534.71,4862.22,0.27948706668987106
ORD-10378,2025-06-15,2025,China,Asia,Office Supplies,Pens,Consumer,105,10803.62,9115.59,1688.03,0.15624636069452733
ORD-10379,2025-07-16,2025,China,Asia,Furniture,Office Chair,Home Office,96,46847.08,35417.22,11429.86,0.24398232333012065
ORD-10380,2025-08-01,2025,China,Asia,Office Supplies,Desk Organizer,Consumer,15,1963.29,1611.15,352.14,0.17936062098608993
ORD-10381,2025-09-22,2025,China,Asia,Office Supplies,Binders,Home Office,51,4746.01,3665.92,1080.09,0.22757886650966921
ORD-10382,2025-10-20,2025,China,Asia,Furniture,Desk,Consumer,27,12197.1,9770.9,2426.2,0.1989162598776209
ORD-10383,2025-11-13,2025,China,Asia,Office Supplies,Binders,Corporate,49,7358.83,6332.4,1026.43,0.13948230925773217
ORD-10384,2025-12-03,2025,China,Asia,Furniture,Desk,Home Office,43,16968.28,12397.58,4570.7,0.26936744944560564
ORD-10385,2025-01-02,2025,Japan,Asia,Office Supplies,Printer Paper,Consumer,66,5620.4,4516.98,1103.42,0.19632417274356342
ORD-10386,2025-02-21,2025,Japan,Asia,Office Supplies,Printer Paper,Home Office,36,2507.62,1927.26,580.36,0.23143957534483936
ORD-10387,2025-03-23,2025,Japan,Asia,Furniture,Office Chair,Home Office,20,5362.5,3870.9,1491.59,0.27815275508295023
ORD-10388,2025-04-09,2025,Japan,Asia,Office Supplies,Desk Organizer,Corporate,20,2272.76,1790.63,482.12,0.21213144921563698
ORD-10389,2025-05-05,2025,Japan,Asia,Office Supplies,Printer Paper,Consumer,55,3638.4,3074.96,563.44,0.15485897384915
ORD-10390,2025-06-27,2025,Japan,Asia,Office Supplies,Desk Organizer,Consumer,53,3912.74,3291.17,621.56,0.15885666331651435
ORD-10391,2025-07-23,2025,Japan,Asia,Furniture,Bookshelf,Corporate,111,40018.82,29419.44,10599.37,0.2648597702280979
ORD-10392,2025-08-14,2025,Japan,Asia,Office Supplies,Printer Paper,Home Office,110,12788.58,11043.66,1744.92,0.13644357183368727
ORD-10393,2025-09-13,2025,Japan,Asia,Technology,Laptop,Corporate,92,54368.22,35633.86,18734.36,0.3445830076297598
ORD-10394,2025-10-08,2025,Japan,Asia,Furniture,Office Chair,Home Office,49,18054.87,14009.39,4045.48,0.22406602337116308
ORD-10395,2025-11-03,2025,Japan,Asia,Furniture,Storage Cabinet,Corporate,38,13286.67,9974.56,3312.11,0.24928062890178498
ORD-10396,2025-12-13,2025,Japan,Asia,Office Supplies,Binders,Consumer,106,7332.7,6143.65,1189.05,0.16215664370735378
ORD-10397,2025-01-01,2025,Singapore,Asia,Office Supplies,Pens,Home Office,64,4078.88,3496.47,582.41,0.14278611012535136
ORD-10398,2025-02-06,2025,Singapore,Asia,Furniture,Storage Cabinet,Corporate,112,24004.24,19541.83,4462.41,0.1859008405393039
ORD-10399,2025-03-03,2025,Singapore,Asia,Furniture,Storage Cabinet,Home Office,86,21375.0,17476.3,3898.7,0.18239515128099487
ORD-10400,2025-04-01,2025,Singapore,Asia,Furniture,Office Chair,Home Office,91,26108.33,18963.88,7144.44,0.27364618127218293
ORD-10401,2025-05-08,2025,Singapore,Asia,Furniture,Storage Cabinet,Corporate,114,21457.61,15489.47,5968.14,0.278136325382772
ORD-10402,2025-06-09,2025,Singapore,Asia,Office Supplies,Pens,Home Office,63,3637.96,3047.62,590.33,0.1622702756236178
ORD-10403,2025-07-16,2025,Singapore,Asia,Furniture,Desk,Consumer,36,8552.87,6666.69,1886.18,0.2205322807727029
ORD-10404,2025-08-20,2025,Singapore,Asia,Technology,Monitor,Corporate,46,20653.39,14674.31,5979.08,0.28949629240674346
ORD-10405,2025-09-11,2025,Singapore,Asia,Technology,Headphones,Consumer,32,11333.23,7436.2,3897.03,0.3438588154873478
ORD-10406,2025-10-28,2025,Singapore,Asia,Office Supplies,Desk Organizer,Corporate,71,4577.16,3534.22,1042.94,0.22785705640036036
ORD-10407,2025-11-16,2025,Singapore,Asia,Office Supplies,Pens,Corporate,56,4221.76,3320.69,901.07,0.21343507546262572
ORD-10408,2025-12-16,2025,Singapore,Asia,Furniture,Desk,Corporate,55,11955.97,8926.38,3029.58,0.2533949321206533
ORD-10409,2025-01-12,2025,Australia,Oceania,Office Supplies,Pens,Corporate,63,4555.32,3533.54,1021.78,0.22430398380124728
ORD-10410,2025-02-01,2025,Australia,Oceania,Technology,Smartphone,Home Office,84,31782.13,21544.66,10237.48,0.3221141489298039
ORD-10411,2025-03-23,2025,Australia,Oceania,Office Supplies,Desk Organizer,Home Office,41,3270.96,2731.38,539.58,0.1649597449582354
ORD-10412,2025-04-09,2025,Australia,Oceania,Technology,Headphones,Home Office,78,28670.99,21034.76,7636.23,0.26633991710128296
ORD-10413,2025-05-20,2025,Australia,Oceania,Office Supplies,Pens,Home Office,69,6647.9,5724.67,923.23,0.13887581626987466
